index,anime_id,title,title_english,type,score,genre_list,producer_list,opening_theme,ending_theme,synopsis,related,comb_feat
814,899,Dragon Ball Z Movie 06: Gekitotsu!! 100-oku Power no Senshi-tachi,Dragon Ball Z: The Return of Cooler,Movie,6.89,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen']",[],"['""Cha-La Head-Cha-La"" by Hironobu Kageyama']","['""HERO (Kimi ga Hero)"" by Hironobu Kageyama']",Cooler has resurrected himself as a robot and is enslaving the people of New Namek. Goku and the gang must help. (Source: ANN),"{'Parent story': [{'mal_id': 813, 'type': 'anime', 'name': 'Dragon Ball Z', 'url': 'https://myanimelist.net/anime/813/Dragon_Ball_Z'}], 'Prequel': [{'mal_id': 898, 'type': 'anime', 'name': 'Dragon Ball Z Movie 05: Tobikkiri no Saikyou tai Saikyou', 'url': 'https://myanimelist.net/anime/898/Dragon_Ball_Z_Movie_05__Tobikkiri_no_Saikyou_tai_Saikyou'}]}",cooler goku new hironobu action kageyama kimi gang comedi resurrect must cha robot enslav sourc shounen namek fantasi hero help sci peopl head adventur
815,900,Dragon Ball Z Movie 07: Kyokugen Battle!! Sandai Super Saiyajin,Dragon Ball Z: Super Android 13!,Movie,6.94,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen']",[],"['""Cha-La Head-Cha-La"" by Hironobu Kageyama']","['""GIRIGIRI -Sekai Kyokugen-"" by Hironobu Kageyama']","Dr. Gero's Androids #13, #14, and #15 are awakened by the laboratory computers and immediately head to the mall where Goku is shopping. After Goku, Trunks, and Vegeta defeat #14 and #15, #13 absorbs their inner computers and becomes a super being greater than the original three separately were. Now it is up to Goku to stop him. (Source: ANN)","{'Parent story': [{'mal_id': 813, 'type': 'anime', 'name': 'Dragon Ball Z', 'url': 'https://myanimelist.net/anime/813/Dragon_Ball_Z'}], 'Other': [{'mal_id': 22695, 'type': 'anime', 'name': 'Dragon Ball Z: Summer Vacation Special', 'url': 'https://myanimelist.net/anime/22695/Dragon_Ball_Z__Summer_Vacation_Special'}]}",greater stop gero goku trunk hironobu action kyokugen laboratori kageyama comedi defeat inner mall cha girigiri sekai origin super shop sourc comput shounen android becom fantasi absorb sci three immedi vegeta head separ awaken adventur
816,901,"Dragon Ball Z Movie 08: Moetsukiro!! Nessen, Ressen, Chougekisen",Dragon Ball Z: Broly – The Legendary Super Saiyan,Movie,7.39,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen']",[],"['""Cha La Head Cha La"" by Hironobu Kageyama']","['""Burning Fight -Nessen Ressen Chougekisen-"" by Hironobu Kageyama']","As Goku investigates the destruction of the Southern Galaxy, Vegeta is taken to be King of the New Planet Vegeta, and to destroy the Legendary Super Saiyan, Broly. (Source: ANN)","{'Parent story': [{'mal_id': 813, 'type': 'anime', 'name': 'Dragon Ball Z', 'url': 'https://myanimelist.net/anime/813/Dragon_Ball_Z'}], 'Sequel': [{'mal_id': 903, 'type': 'anime', 'name': 'Dragon Ball Z Movie 10: Kiken na Futari! Super Senshi wa Nemurenai', 'url': 'https://myanimelist.net/anime/903/Dragon_Ball_Z_Movie_10__Kiken_na_Futari_Super_Senshi_wa_Nemurenai'}]}",nessen goku new hironobu action kageyama comedi broli cha planet fight super ressen taken destruct saiyan sourc shounen fantasi burn destroy southern legendari investig sci galaxi king chougekisen vegeta head adventur
817,902,Dragon Ball Z Movie 09: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu,Dragon Ball Z: Bojack Unbound,Movie,7.17,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen']",[],"['""Cha-La Head-Cha-La"" by Hironobu Kageyama']","['""Ginga o Koete Rising High (銀河を超えてライジング・ハイ)"" by Hironobu Kageyama']","Mr. Money is holding another Tenka'ichi Budokai and Mr. Satan invites everyone in the world to join in. Little does he know that Bojack, an ancient villain who has escaped his prison, is competing. Since Goku is currently dead, it is up to Gohan, Vegeta, and Trunks to defeat Bojack and his henchman.","{'Parent story': [{'mal_id': 813, 'type': 'anime', 'name': 'Dragon Ball Z', 'url': 'https://myanimelist.net/anime/813/Dragon_Ball_Z'}]}",henchman money high invit goku current trunk hironobu action kageyama comedi defeat anoth doe escap cha hold gohan littl ancient everyon ichi know ginga shounen bojack world join tenka fantasi villain koet satan prison sci dead compet budokai head vegeta rise sinc adventur
818,903,Dragon Ball Z Movie 10: Kiken na Futari! Super Senshi wa Nemurenai,Dragon Ball Z: Broly – Second Coming,Movie,6.87,"['Action', 'Adventure', 'Comedy', 'Demons', 'Fantasy', 'Martial Arts', 'Shounen', 'Super Power']",[],"['""We Gotta Power"" by Hironobu Kageyama']","['""Kiseki no Big Fight"" by Hironobu Kageyama']","After his loss to Goku, Broly crash lands and hibernates on earth. After some time, he is awakened by Trunks and Goten, who Broly believes is Kakarott, and goes on a rampage to kill both of them. At the same time, Gohan is on his way to challenge the Legendary Super Saiyan alone.","{'Parent story': [{'mal_id': 813, 'type': 'anime', 'name': 'Dragon Ball Z', 'url': 'https://myanimelist.net/anime/813/Dragon_Ball_Z'}], 'Prequel': [{'mal_id': 901, 'type': 'anime', 'name': 'Dragon Ball Z Movie 08: Moetsukiro!! Nessen, Ressen, Chougekisen', 'url': 'https://myanimelist.net/anime/901/Dragon_Ball_Z_Movie_08__Moetsukiro_Nessen_Ressen_Chougekisen'}], 'Sequel': [{'mal_id': 904, 'type': 'anime', 'name': 'Dragon Ball Z Movie 11: Super Senshi Gekiha!! Katsu no wa Ore da', 'url': 'https://myanimelist.net/anime/904/Dragon_Ball_Z_Movie_11__Super_Senshi_Gekiha_Katsu_no_wa_Ore_da'}]}",way goku trunk gotta hironobu action kageyama comedi broli earth martial kill goe gohan power kakarott art fight kiseki super loss believ saiyan demon alon shounen time rampag hibern fantasi big challeng legendari crash goten land awaken adventur
819,904,Dragon Ball Z Movie 11: Super Senshi Gekiha!! Katsu no wa Ore da,Dragon Ball Z: Bio-Broly,Movie,5.99,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Martial Arts', 'Shounen', 'Super Power']",[],"['""We Gotta Power"" by Hironobu Kageyama']","['""Dragon Power Mugendai (ドラゴンパワー∞)"" by Hironobu Kageyama']","Jaga Bada, Mr. Satan's old sparring partner, has invited Satan to his personal island to hold a grudge match. Trunks and Goten decide to come for the adventure and Android #18 is following Satan for the money he owes her. Little do they know that Jaga Bada's scientist have found a way to resurrect Broly, the legendary Super Saiyan.","{'Parent story': [{'mal_id': 813, 'type': 'anime', 'name': 'Dragon Ball Z', 'url': 'https://myanimelist.net/anime/813/Dragon_Ball_Z'}], 'Prequel': [{'mal_id': 903, 'type': 'anime', 'name': 'Dragon Ball Z Movie 10: Kiken na Futari! Super Senshi wa Nemurenai', 'url': 'https://myanimelist.net/anime/903/Dragon_Ball_Z_Movie_10__Kiken_na_Futari_Super_Senshi_wa_Nemurenai'}]}",way found old money invit trunk gotta person hironobu action kageyama comedi resurrect dragon come broli decid hold martial island power art littl super owe know saiyan jaga shounen android mugendai fantasi match grudg legendari scientist satan partner bada goten spar follow adventur
820,905,Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Gokuu to Vegeta,Dragon Ball Z: Fusion Reborn,Movie,7.58,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen']",['Studio Take Off'],"['""We Gotta Power"" by Hironobu Kageyama']","['""Saikyou no Fusion"" by Hironobu Kageyama']","After a janitorial mishap, an unsuspecting custodian transforms into Janemba, a fat, yellow demon who wreaks havoc throughout the afterlife. Gokuu Son has been competing in martial arts tournaments for the undead since his heroic death in the battle against Cell. Soon, Janemba's chaos draws Gokuu and fellow combatant Pikkon toward him, forcing the pair to figure out a way to defeat the giant monster. After a bout with him, Gokuu witnesses Janemba undergo another transformation: the demon sheds his fat and changes color, turning into a sword-wielding enemy more powerful than anyone Gokuu has faced thus far. With the aid of his similarly deceased rival Vegeta, Gokuu must stop the terrifying Janemba from disrupting the very fabric of the universe. [Written by MAL Rewrite]","{'Parent story': [{'mal_id': 813, 'type': 'anime', 'name': 'Dragon Ball Z', 'url': 'https://myanimelist.net/anime/813/Dragon_Ball_Z'}]}",yellow action defeat thus univers death far soon shounen pikkon compet vegeta veri chao terrifi havoc undergo gotta color bout martial turn throughout fabric undead combat disrupt custodian way fat hironobu wit unsuspect rival figur comedi anoth must take giant janitori art battl similar heroic enemi draw pair fantasi saikyou wreak fellow deceas chang stop monster kageyama fusion transform gokuu son toward power sword tournament janemba demon afterlif wield mishap cell studio sci forc face aid anyon sinc shed adventur
821,906,Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Gokuu ga Yaraneba Dare ga Yaru,Dragon Ball Z: Wrath of the Dragon,Movie,7.38,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen']",[],"['""We Gotta Power"" by Hironobu Kageyama']","['""Ore ga Yaranakya Dare ga Yaru"" by Hironobu Kageyama']",The Z Warriors discover an unopenable music box and are told to open it with the dragon balls. The contents turn out to be a warrior named Tapion who had sealed himself inside along with a monster called Hildegarn. Goku must now perfect a new technique to defeat the evil monster. (Source: ANN),"{'Parent story': [{'mal_id': 813, 'type': 'anime', 'name': 'Dragon Ball Z', 'url': 'https://myanimelist.net/anime/813/Dragon_Ball_Z'}]}",call tapion monster goku gotta new hironobu action ball techniqu kageyama open content seal comedi defeat must dragon along evil insid power music turn unopen ore box sourc yaru shounen warrior perfect told fantasi hildegarn sci name discov yaranakya dare adventur
826,911,Konjiki no Gash Bell!!: Mecha Vulkan no Raishuu,Zatch Bell Movie 2,Movie,7.09,"['Adventure', 'Shounen', 'Supernatural']",[],"['""Mienai Tsubasa"" by Takayoshi Tanimoto']",[],"With only Coast School in mind, Takamine Kiyomaro leaves Gash bewildered that he’ll make a new Volcan 300 for him to play with. The genius tries to catch up with the bus that would take him there, but a giant Volcan 300 kidnaps him. Meanwhile Gash befriends the same Vulcan that kidnapped Kiyomaro later named: Volcan 300 Generation 4. The genius wakes up to see that he isn’t in Coast School, but that a doctor by the name M2 wants him to be his partner in the future. However, Gash and the other demons interfere with M2's plan in taking Kiyomaro to the future by the help of Generation 4 who agreed to take Gash there by a glitch in its system. Still the doctor tries to get Kiyomaro to come back with him, but with the help of everyone, he is defeated. Though a new situation is at hand, the time warp that M2 came from is out of control. It’s up to Gash and the others to save the city or be sucked into it. (Source: ANN)","{'Parent story': [{'mal_id': 250, 'type': 'anime', 'name': 'Konjiki no Gash Bell!!', 'url': 'https://myanimelist.net/anime/250/Konjiki_no_Gash_Bell'}]}",warp citi tsubasa mind new play coast still tri genius befriend generat wake defeat control come hand kidnap came take doctor supernatur giant everyon gash meanwhil howev tanimoto system demon glitch sourc suck plan shounen time takamin bewild volcan leav futur catch though help situat onli later partner agre save kiyomaro make vulcan name back would interfer school want mienai takayoshi see get bus adventur
848,936,Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!,Naruto the Movie 2: Legend of the Stone of Gelel,Movie,6.91,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Shounen', 'Supernatural']",['Bandai'],[],"['""Ding! Dong! Dang!"" by TUBE']","Naruto, Shikamaru, and Sakura are executing their mission of delivering a lost pet to a certain village. However, right in the midst of things, troops led by the mysterious knight, Temujin, attack them. In the violent battle, the three become separated. Temujin challenges Naruto to a fight and at the end of the fierce battle, both fall together from a high cliff. Furthermore, Shikamaru, having been left behind, beholds a giant moving fortress as it appears before his very eyes. In order to get a grasp on the situation, he infiltrates the fortress by himself, however once there he witnesses a frightening sight... (Source: ANN)","{'Adaptation': [{'mal_id': 96763, 'type': 'manga', 'name': 'Gekijouban Naruto: Dai Gekitotsu! Maboroshi no Chitei Iseki Datteba yo', 'url': 'https://myanimelist.net/manga/96763/Gekijouban_Naruto__Dai_Gekitotsu_Maboroshi_no_Chitei_Iseki_Datteba_yo'}], 'Parent story': [{'mal_id': 20, 'type': 'anime', 'name': 'Naruto', 'url': 'https://myanimelist.net/anime/20/Naruto'}]}",led dang attack sakura naruto high ding deliv wit dong mission pet troop comedi appear move villag midst fortress behind infiltr togeth temujin frighten right order supernatur fall giant shikamaru fight violent eye sight battl execut onc drama howev mysteri sourc thing end grasp shounen bandai fierc becom fantasi lost behold challeng befor situat knight tube furthermor certain three left veri separ cliff get adventur
857,950,Street Fighter Alpha: Generations,Street Fighter Alpha: Generations,Movie,6.51,"['Adventure', 'Shounen']",[],[],[],"When Ryu returns to pay homage to his deceased mentor, Gouken, he is tormented by disturbing memories of his master's killer. In a quest to become a true martial arts master, Ryu sets out to hone his street fighting skills and to deliver himself from the haunting legacy of the Dark Hadou. But the ultimate test of his new power can only be accomplished through one last fateful confrontation with his arch-nemesis, Gouki (Akuma). (Source: AniDB)","{'Prequel': [{'mal_id': 979, 'type': 'anime', 'name': 'Street Fighter Zero The Animation', 'url': 'https://myanimelist.net/anime/979/Street_Fighter_Zero_The_Animation'}]}",killer quest test new deliv confront pay street master legaci gouken martial one power homag art fight akuma fate skill anidb sourc shounen mentor becom nemesi accomplish last ryu true ultim onli return memori haunt arch gouki set dark deceas disturb hadou hone torment adventur
